prj_id,mst_pr,dup_pr,idn_cmt
1334,28355,27198,896640
1334,15674,13792,844569
1334,26165,23235,889726
1334,5244,4148,808386
1334,22933,22932,878022
1334,20866,20021,867698
1334,24719,21908,884645
1334,17231,17192,857921
1334,18754,8225,822539
1334,17360,16367,854496
1334,27840,27787,895071
1334,25221,23376,886626
1334,12222,12088,837709
1334,13029,13028,841032
1334,12760,12124,837786
1334,27034,26928,892661
1334,17810,17112,859794
1334,16310,12796,854268
1334,25178,20112,886457
1334,13564,13492,843617
1334,5023,2630,805114
1334,23972,23684,881918
1334,22462,20761,869976
1334,6743,6498,814643
1334,24233,24180,882526
1334,21160,21135,871746
1334,20828,12286,838381
1334,7305,6943,818122
1334,21274,21250,872175
1334,13867,13866,844795
1334,15764,15162,849845
1334,26555,26548,890984
1334,25240,24741,884745
1334,21229,19327,871898
1334,8208,7312,822476
1334,13455,9448,827824
1334,25884,25780,888834
10998645,20206,20205,1315594
10998645,20816,20686,1314504
10998645,4270,3956,1349353
10998645,8616,8614,1340960
10998645,16172,16149,1323898
10998645,13939,13041,1328449
10998645,10126,10005,1337454
10998645,30290,29121,1298482
10998645,12768,12180,1331421
10998645,32237,31744,1296597
10998645,6178,6061,1345786
10998645,9230,9215,1339574
10998645,10843,10833,1335720
10998645,29850,29733,1299064
10998645,7666,7658,1343279
10998645,3332,3303,1350077
10998645,22099,22098,1312461
10998645,30281,29702,1298502
10998645,12424,12282,1332138
10998645,5226,5131,1347131
10998645,29218,29138,1300373
10998645,15001,14957,1326457
10998645,14991,14910,1326362
10998645,4231,4203,1348932
10998645,1443,1442,1352700
10998645,21801,21723,1312808
10998645,1312,607,1353550
10998645,16512,16009,1323382
10998645,5929,5921,1345981
10998645,25158,25133,1307326
10998645,1778,1775,1352341
10998645,27160,26987,1304194
10998645,6766,6579,1345124
10998645,15479,14868,1325218
10998645,15749,14513,1324769
10998645,12299,11857,1332432
10998645,1645,1644,1352479
10998645,12920,10255,1330910
10998645,12416,11857,1332158
10998645,31352,29766,1297119
10998645,7163,7155,1344236
10998645,9426,9405,1339328
10998645,7717,7716,1343202
10998645,19137,18887,1317586
10998645,4247,4231,1348876
10998645,2295,1577,1351736
10998645,12445,12416,1332123
10998645,4723,4601,1348135
10998645,1775,1774,1352359
10998645,14196,13923,1327984
10998645,4989,4976,1347614
10998645,2937,2906,1350986
10998645,1624,1565,1352510
10998645,11794,11782,1333736
10998645,7946,7945,1342777
10998645,4194,3853,1349415
10998645,19760,19693,1316446
10998645,756,743,1353432
10998645,11632,10992,1333930
10998645,16406,16403,1323566
10998645,9715,9233,1339553
17694,13270,13255,1463611
17694,8622,8621,1488999
17694,15543,14981,1451840
17694,13959,13401,1460281
17694,7198,7189,1495481
17694,8749,8234,1490831
17694,9300,7973,1492008
17694,5730,4861,1503990
17694,11128,10715,1476789
17694,13178,12997,1464050
17694,12847,12845,1465905
17694,3236,3233,1518254
17694,5067,5018,1508162
17694,14088,13658,1461656
17694,11679,11643,1471841
17694,11990,11646,1471828
17694,847,710,1525282
17694,4276,4245,1512651
17694,13358,13269,1463612
17694,8449,8226,1490881
17694,8139,8015,1491864
17694,11618,11612,1472011
17694,4887,4776,1509127
17694,14771,14625,1456149
17694,14487,14394,1458008
17694,15373,15358,1452720
17694,14578,14548,1457289
17694,14616,13592,1461923
17694,10678,10644,1477082
17694,8260,7289,1495061
17694,13270,13232,1463789
17694,6039,5714,1504087
17694,4890,4687,1509108
17694,11743,11734,1471489
17694,6029,5987,1502166
17694,11628,11453,1472900
17694,14828,14578,1455905
17694,8903,8470,1487647
17694,8397,8396,1490072
17694,12165,11969,1469091
17694,10411,9263,1478445
17694,5208,5205,1506972
17694,13506,13450,1462387
17694,10797,10651,1477069
17694,13505,13503,1462390
17694,15536,15423,1451859
17694,13204,12045,1463958
17694,7037,7033,1496205
17694,14576,14535,1457239
17694,6894,6863,1496994
17694,11363,11353,1473425
17694,7287,7164,1495085
17694,15414,15412,1452396
17694,13131,13127,1464239
17694,8736,8715,1488323
17694,9393,9367,1484558
17694,4949,3273,1508562
17694,10438,10427,1478249
17694,11649,11031,1471816
17694,14311,14135,1458416
17694,9176,9173,1486194
17694,13332,13300,1463488
17694,7056,6898,1496124
17694,11466,11056,1474762
17694,9581,8754,1483517
17694,10797,10787,1476303
17694,5778,5744,1503723
17694,8979,8846,1487782
17694,8627,8590,1488990
17694,8524,8521,1489508
17694,6250,6108,1501059
17694,15044,15041,1454569
17694,8853,8847,1487781
17694,11433,10793,1476292
17694,15424,15423,1452346
17694,5020,4898,1508154
17694,7968,7958,1492016
17694,14082,11891,1470623
17694,7415,7399,1494537
17694,15634,15628,1451486
17694,6940,4350,1496658
17694,13643,13450,1461707
17694,13378,13367,1463100
17694,7013,6916,1496263
17694,11587,11581,1472170
17694,13705,13170,1464077
17694,8027,8024,1491816
17694,15068,15008,1454733
17694,5309,5173,1507183
17694,14577,14535,1457329
17694,11182,10185,1480090
17694,6756,6694,1497771
17694,9006,8853,1487761
17694,12581,12499,1467565
17694,13179,13001,1464049
17694,9264,9242,1485519
17694,4491,4252,1511535
17694,13395,13320,1463380
17694,9862,9845,1482057
17694,8483,8408,1489651
17694,11287,11254,1473662
17694,11626,11556,1472286
17694,8108,8060,1491645
17694,7199,7136,1495712
634,13598,12470,1799418
634,233,228,1847677
634,20713,19576,1762673
634,5909,4309,1828895
634,14069,14061,1797071
634,9377,8133,1818067
634,2396,2181,1842554
634,14803,14539,1793270
634,7825,7713,1822312
634,18710,17136,1782075
634,19186,18788,1771317
634,14785,14734,1793344
634,10683,10649,1812743
634,21517,19684,1767842
634,20219,20204,1765524
634,8441,8350,1820742
634,15975,14235,1787262
634,177,161,1847889
634,13479,10071,1799749
634,5193,5075,1831981
634,8764,8213,1821249
634,7767,7743,1822384
634,17635,11311,1779790
634,1025,1023,1845099
634,15987,15984,1787225
634,20522,20492,1763714
634,12394,12382,1804361
634,12394,12381,1804360
634,10123,10007,1815481
634,18143,18136,1777505
634,3378,3057,1839934
634,13060,12662,1803371
634,12148,10309,1814374
634,22424,22134,1754640
634,640,638,1846307
634,14561,14399,1794567
634,14448,13856,1798410
634,11412,11074,1810938
634,16148,16146,1786448
634,10568,10253,1814783
634,22805,22749,1751633
634,15005,14680,1792242
634,20786,20750,1762220
634,16527,16031,1784821
634,9005,9002,1819222
634,13867,13811,1798376
634,12967,12963,1802121
634,16049,16046,1786891
634,16865,16822,1783176
634,17760,17372,1781362
634,13636,13634,1799272
634,12773,11883,1806667
634,14306,14286,1795890
634,10567,10515,1813497
634,12156,11021,1811167
634,19959,19745,1766526
634,3057,3002,1839931
634,11400,56,1808990
634,22871,22869,1751400
634,9148,7999,1821708
634,21461,20495,1763968
634,21865,15557,1789615
634,14538,14531,1794679
634,9015,9002,1819223
634,20814,20717,1762028
634,21341,21325,1758667
634,12778,12522,1802928
634,15921,15886,1787689
634,142,79,1848091
634,16062,15301,1786836
634,11618,11533,1808066
634,1439,1435,1844076
634,12550,10786,1803680
634,13587,12355,1799455
634,7386,6515,1826796
634,13071,11129,1801603
634,18342,18340,1775714
634,17138,16775,1782056
634,13060,12712,1803272
634,10500,10498,1813536
634,13033,12838,1802618
634,22626,22607,1752547
634,8451,7887,1821687
634,15530,14770,1789725
634,15530,9682,1789726
634,15250,15067,1791948
634,13800,13762,1798758
634,11993,11687,1807791
634,6603,6583,1826251
634,17385,14506,1781295
634,20555,20553,1763457
634,20190,19492,1765633
634,17267,13657,1781650
634,20224,20173,1765681
634,20224,20175,1765676
634,7346,7344,1823864
634,4515,4320,1833974
634,3820,3636,1837478
634,15930,15301,1787626
634,6905,5410,1825416
634,21062,11954,1760555
634,9869,9868,1815889
634,12930,12889,1802212
634,10877,10876,1811856
634,6293,5401,1830803
634,1609,1386,1843789
634,11757,11431,1807392
634,17760,17755,1779183
634,5514,5467,1830510
634,7442,7392,1823551
634,10354,10249,1814803
634,17997,17981,1778443
634,2934,2797,1840323
634,20118,19971,1765877
634,11651,11516,1807937
634,19888,19614,1766786
634,20210,17771,1765567
634,12386,12382,1804390
634,17097,17095,1782284
634,12386,12381,1804389
634,21179,21177,1759638
634,12109,11327,1809589
634,1857,1852,1843499
634,22983,22968,1751048
634,14496,14351,1794880
634,20858,20743,1762535
634,6688,6684,1825996
634,9199,8940,1819378
634,21077,19586,1760362
634,417,53,1848141
634,12758,12757,1803000
634,10254,7051,1814768
634,9754,7985,1821815
634,5457,5391,1830627
634,21408,20836,1761992
634,16862,5664,1783282
634,9748,9737,1816775
634,13701,13672,1798975
634,10179,8313,1815009
634,12541,12539,1803724
634,17468,17136,1780793
634,20715,20713,1762645
634,15043,15040,1792050
634,6583,6450,1827080
634,3378,3002,1840115
634,10338,10334,1814270
634,16866,16795,1783175
634,17837,17831,1778886
634,12395,12382,1804359
634,12395,12381,1804358
634,21381,21362,1758396
634,9843,9764,1816650
634,22656,22234,1752345
634,9099,7512,1823228
634,8874,8851,1819844
634,8300,7766,1821062
634,11498,11478,1808680
634,17684,17672,1779521
634,5171,4309,1834805
634,5170,5169,1831677
634,17434,16202,1786185
634,9027,9019,1819093
634,3359,3358,1838675
634,260,228,1847641
634,13495,5291,1799708
634,17053,16825,1782478
634,17543,10539,1780478
634,20757,19492,1762340
634,15328,15251,1790713
634,22889,22872,1751341
634,12056,12047,1805678
634,277,276,1847624
634,20545,18726,1763528
634,21183,20857,1761943
634,21984,21968,1755142
634,21241,20793,1759211
634,12392,12381,1804365
634,4954,4940,1832238
634,10970,10179,1811321
634,11269,11238,1810003
634,13286,13282,1800628
634,9785,9689,1816451
634,13060,12735,1803105
634,9613,8313,1817286
634,7571,7216,1824392
634,22896,22892,1751322
634,12314,6910,1804565
634,13027,12889,1802397
634,13661,13449,1799899
634,1492,1482,1843929
634,16177,16100,1786685
634,10276,10248,1814537
634,7739,6798,1825782
634,11295,9719,1809938
634,1539,1531,1843856
634,12755,12739,1803016
634,14205,14197,1796385
634,833,781,1845534
634,16706,16703,1784148
634,17427,17393,1781280
634,2048,2035,1842898
634,20811,20381,1762049
634,9350,6147,1818132
634,6753,6259,1825877
634,18254,18134,1776765
634,12382,12381,1804406
634,22821,22740,1751539
634,5818,5786,1829453
634,5522,4937,1830422
634,9754,9713,1816966
634,19448,19434,1769590
634,12392,12382,1804366
634,17241,17240,1781723
634,22793,22786,1751702
634,19211,19207,1771078
634,6267,790,1827583
10070,4861,4840,1867385
10070,5605,5188,1871578
10070,4861,4847,1867412
10070,6821,6800,1876901
10070,4861,4849,1867415
10070,5205,5197,1869372
10070,5245,5203,1869606
10070,2085,2084,1852810
10070,7565,6393,1879743
10070,3376,3345,1857714
10070,6630,6626,1876330
10070,7090,6927,1878155
10070,4589,4533,1865512
10070,5876,5788,1872423
10070,8014,8009,1880865
10070,1472,1453,1850919
10070,6214,6104,1874022
10070,6131,6108,1873790
10070,3142,3117,1856470
10070,4550,4539,1865355
10070,5764,5761,1872339
10070,7528,2349,1853650
10070,3494,3463,1858623
10070,1496,1473,1850965
10070,4861,4814,1867265
10070,5231,5203,1869477
10070,7527,6471,1879675
10070,1454,1448,1850840
10070,1454,1447,1850842
10070,6283,6172,1874388
10070,6152,6089,1873651
10070,6123,6121,1873765
10070,4591,4545,1865340
10070,6210,6199,1874013
10070,4558,4533,1865386
10070,5214,4773,1869408
10070,1040,1038,1850086
10070,3811,3792,1860488
10070,6323,6322,1874591
10070,7328,7299,1878924
10070,8008,7993,1880845
10070,4512,4188,1865109
10070,4071,4068,1862233
10070,1379,1378,1850702
10070,6490,6488,1875486
10070,4567,4564,1865419
10070,6576,6419,1875863
10070,7824,7770,1880175
10070,2335,2280,1853563
10070,5203,5197,1869359
10070,2830,2742,1855045
10070,3495,3477,1858552
10070,6841,6833,1876980
10070,4221,4105,1863317
10070,7830,7547,1880380
10070,5727,5695,1872236
10070,4897,4880,1867603
10070,3459,3455,1858437
10070,3670,3669,1859574
10070,4385,4168,1864462
10070,3387,3330,1857779
10070,1412,1408,1850755
10070,6847,6825,1876995
10070,3873,3872,1860725
10070,6826,6800,1876911
10070,7791,7088,1878146
10070,4489,4412,1864988
10070,7344,6610,1878941
10070,6047,5974,1873523
10070,3685,3650,1859635
10070,4573,4188,1865431
10070,7719,7718,1880092
10070,3512,3504,1858667
10070,6473,6459,1875460
10070,4861,4806,1867209
10070,2708,2702,1854937
10070,3571,3551,1859012
10070,4560,4557,1865398
10070,5946,5942,1873099
10070,3064,3049,1856116
10070,6491,6490,1875493
10070,6150,5942,1873838
10070,837,834,1849710
10070,7800,7128,1878331
10070,3606,3568,1859180
10070,3041,3007,1856049
10070,3606,3567,1859181
10070,592,591,1849385
10070,4861,4810,1867224
10070,4981,4644,1867982
10070,6148,5942,1873833
10070,4701,4695,1866512
10070,7725,7587,1880096
10070,2918,2898,1855627
10070,1488,1013,1850053
10070,5945,5942,1873098
10070,3817,3816,1860494
10070,5208,5182,1869381
10070,2957,2904,1855767
10070,8032,8027,1880900
6,13518,13363,1887385
6,13778,12071,1887008
6,12762,11952,1889521
6,8640,8204,1892374
6,9218,9166,1891797
6,10909,9118,1891981
6,2540,2538,1899653
6,7561,7501,1893442
6,2212,2174,1900275
6,6951,6939,1894190
6,4107,4087,1897688
6,1266,1198,1901390
6,1428,1421,1901153
6,10439,10425,1890721
6,5018,3861,1898004
6,10800,10340,1890263
6,16838,16812,1881881
6,5423,3306,1898560
6,13913,13877,1886898
6,10526,10485,1890662
6,6734,6670,1894640
6,7008,6876,1894310
6,3276,3275,1898566
6,5927,5925,1895584
6,6588,6553,1894758
6,1431,1422,1901152
6,6182,6159,1895159
6,6726,5978,1895485
6,17756,17670,1881093
6,2873,2871,1899138
